"assetnbr","assetabrv","flowdate","cycle_name","cycleseq","loc_id","loc_name","loc_sub_type","loc_qty_ind","location_purpose_desc","operational_capacity","scheduled_quantity","posting_date"
3029,NBPL,2025-10-17,INTRADAY 2,0,211041,Balaton,Unknown,RPQ,Delivery Location,9000,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,19589,Aberdeen,Unknown,DPQ,Delivery Location,31131,5366,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,154809,Linton,Unknown,DPQ,Delivery Location,728,50,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1402285,Killdeer,Unknown,DPQ,Receipt Location,79000,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1401028,Marshalltown,Unknown,DPQ,Delivery Location,133450,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1399965,Rawson,Unknown,RPQ,Receipt Location,159811,167200,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1395646,Hazel,Unknown,DPQ,Delivery Location,60000,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1394869,Roosevelt,Unknown,DPQ,Receipt Location,35000,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1390266,LeClaire,Unknown,DPQ,Delivery Location,10000,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1387749,St Anthony ND,Unknown,RPQ,Delivery Location,0,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1367615,Hay Butte,Unknown,RPQ,Receipt Location,36128,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,135698,Mina,Unknown,RPQ,Delivery Location,4400,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,134641,Hebron,Unknown,RPQ,Receipt Location,160383,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,13293,Port of Morgan,Unknown,RPQ,Receipt Location,2112603,1265,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1293145,Lonesome Creek,Unknown,DPQ,Delivery Location,32173,41764,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1252291,Jeffers,Unknown,DPQ,Delivery Location,10804,5372,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1251436,Spring Creek,Unknown,DPQ,Receipt Location,735119,-200,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1251297,Stateline,Unknown,RPQ,Receipt Location,91613,141387,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1231251,Princeton,Unknown,RPQ,Delivery Location,8749,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1213159,Little Missouri,Unknown,RPQ,Receipt Location,21427,62950,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,120859,Grundy Ctr,Unknown,RPQ,Delivery Location,0,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,11958,Welcome,Unknown,DPQ,Delivery Location,174261,11099,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,11936,Marshall,Unknown,DPQ,Delivery Location,77851,3029,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1132466,Deer Creek,Unknown,DPQ,Delivery Location,80000,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,112528,Tama,Unknown,DPQ,Delivery Location,890,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,112526,Beaman,Unknown,DPQ,Delivery Location,5156,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1113226,Squaw Creek,Unknown,RPQ,Receipt Location,29496,63200,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,1109385,Kurtz,Unknown,RPQ,Receipt Location,416325,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,109973,Watford City,Unknown,DPQ,Delivery Location,30000,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,109732,Amana,Unknown,DPQ,Delivery Location,16530,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,103750,Harper,Unknown,DPQ,Delivery Location,789116,26003,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,71622,McGowan-Horizon,Unknown,RPQ,Delivery Location,0,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,768093,Lanark,Unknown,DPQ,Delivery Location,46276,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,768099,Charbonneau,Unknown,DPQ,Delivery Location,91798,-14401,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,22620,Astoria,Unknown,DPQ,Delivery Location,68500,6500,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,768106,Limited Use Long Point,Unknown,RPQ,Delivery Location,0,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,769471,Des Plaines,Unknown,RPQ,Receipt Location,60000,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,80456,Milbank,Unknown,DPQ,Delivery Location,4541,60,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,92252,Ivanhoe,Unknown,RPQ,Delivery Location,0,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,92254,Webster,Unknown,RPQ,Delivery Location,0,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,98993,Ledyard,Unknown,RPQ,Delivery Location,0,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,22621,Jackson Gen East NBP,Unknown,DPQ,Delivery Location,192600,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,22622,Outrigger WC,Unknown,RPQ,Receipt Location,232489,22000,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,22623,West Killdeer,Unknown,RPQ,Receipt Location,141000,34000,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,22624,Elkhorn Creek,Unknown,RPQ,Receipt Location,428896,42556,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,22627,Hay Butte Del,Unknown,DPQ,Delivery Location,14859,5141,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,22628,SIEVERS,Unknown,DPQ,Receipt Location,1048,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,227974,Iowa City,Unknown,DPQ,Delivery Location,52898,12117,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,227975,Minooka,Unknown,DPQ,Delivery Location,380400,24000,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,227976,Davenport,Unknown,RPQ,Delivery Location,13000,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,227979,Prophetstown,Unknown,RPQ,Delivery Location,38500,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,702631,Fraser,Unknown,DPQ,Delivery Location,11333,10100,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,702634,Torrence,Unknown,RPQ,Delivery Location,94632,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,227980,Troy Grove,Unknown,DPQ,Delivery Location,252784,151616,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,227981,Channahon,Unknown,RPQ,Receipt Location,170762,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,233632,Manhattan,Unknown,DPQ,Delivery Location,668193,39507,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,246067,Will County,Unknown,DPQ,Delivery Location,272872,50195,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,250681,Tyler,Unknown,RPQ,Delivery Location,455,0,"2025-10-17 17:29:02"
3029,NBPL,2025-10-17,INTRADAY 2,0,251252,Watertown,Unknown,RPQ,Delivery Location,385,0,"2025-10-17 17:29:02"
