"timestamp","ap_compressor","atmospherictemperature","dischargepressure","dischargetemperature","suctionpressure","suctiontemperature","totalfuel","totalhorsepower","id"
2025-10-18 07:00:00.000,ARNEGARD,,1296.65673828,,1300.37646484,,,18000.0,9999553
2025-10-18 07:00:00.000,TRIMONT,,1288.6439209,,1003.58874512,,,38000.0,10000359
2025-10-18 07:00:00.000,VENTURA REG,,980.41015625,,982.51861572,,,0.0,10000421
2025-10-18 07:00:00.000,ESTELLINE,,1272.39172363,,972.46850586,,,38000.0,9999801
2025-10-18 07:00:00.000,CULBERTSON,,1324.68603516,,1324.32714844,,,38000.0,9999677
2025-10-18 07:00:00.000,LONE TREE,,789.61193848,,789.94317627,,,16000.0,10000173
2025-10-18 07:00:00.000,WOLF POINT,,1317.42199707,,1318.83093262,,,18000.0,10000545
2025-10-18 07:00:00.000,MANNING,,1347.2442627,,1072.59667969,,,38000.0,10000235
2025-10-18 07:00:00.000,ZEELAND,,1318.02099609,,1018.27734375,,,38000.0,10000607
2025-10-18 07:00:00.000,WETONKA,,1302.81982422,,1002.53778076,,,38000.0,10000483
2025-10-18 07:00:00.000,CLARK,,1279.72021484,,981.88977051,,,38000.0,9999615
2025-10-18 07:00:00.000,GLEN ULLIN,,1343.47595215,,1043.39904785,,,38000.0,9999987
2025-10-18 07:00:00.000,LA MOILLE,,986.01397705,,805.92419434,,,13000.0,10000111
2025-10-18 07:00:00.000,ST ANTHONY,,1342.80944824,,1042.37365723,,,38000.0,10000297
2025-10-18 07:00:00.000,GARVIN,,1278.03137207,,977.77490234,,,38000.0,9999863
2025-10-18 07:00:00.000,ELDRIDGE,,881.13604736,,699.64093018,,,15000.0,9999739
2025-10-18 07:00:00.000,GLASGOW,,1324.17333984,,1321.45605469,,,29000.0,9999925
2025-10-18 07:00:00.000,GRUNDY CENTER,,918.43731689,,917.99584961,,,13000.0,10000049
2025-10-18 06:00:00.000,MANNING,,1346.91101074,,1071.75085449,,,38000.0,10000236
2025-10-18 06:00:00.000,WOLF POINT,,1317.77294922,,1319.29211426,,,18000.0,10000546
2025-10-18 06:00:00.000,ZEELAND,,1317.50830078,,1017.58532715,,,38000.0,10000608
2025-10-18 06:00:00.000,WETONKA,,1302.12768555,,1002.02514648,,,38000.0,10000484
2025-10-18 06:00:00.000,ESTELLINE,,1272.39172363,,972.31469727,,,38000.0,9999802
2025-10-18 06:00:00.000,ARNEGARD,,1297.11108398,,1300.4128418,,,18000.0,9999554
2025-10-18 06:00:00.000,GLASGOW,,1323.99389648,,1320.91772461,,,29000.0,9999926
2025-10-18 06:00:00.000,GARVIN,,1278.54406738,,978.46704102,,,38000.0,9999864
2025-10-18 06:00:00.000,ELDRIDGE,,878.69049072,,697.12646484,,,15000.0,9999740
2025-10-18 06:00:00.000,CULBERTSON,,1324.17333984,,1323.81445313,,,38000.0,9999678
2025-10-18 06:00:00.000,VENTURA REG,,986.03570557,,988.519104,,,0.0,10000422
2025-10-18 06:00:00.000,TRIMONT,,1290.66906738,,1005.28063965,,,38000.0,10000360
2025-10-18 06:00:00.000,GLEN ULLIN,,1343.47595215,,1043.21960449,,,38000.0,9999988
2025-10-18 06:00:00.000,GRUNDY CENTER,,920.55212402,,920.30633545,,,13000.0,10000050
2025-10-18 06:00:00.000,LONE TREE,,788.58105469,,788.98828125,,,16000.0,10000174
2025-10-18 06:00:00.000,ST ANTHONY,,1343.1427002,,1043.0657959,,,38000.0,10000298
2025-10-18 06:00:00.000,LA MOILLE,,980.31872559,,800.07226563,,,13000.0,10000112
2025-10-18 06:00:00.000,CLARK,,1279.84851074,,981.77789307,,,38000.0,9999616
2025-10-18 05:00:00.000,ESTELLINE,,1272.39172363,,972.62231445,,,38000.0,9999803
2025-10-18 05:00:00.000,ZEELAND,,1316.99560547,,1017.2520752,,,38000.0,10000609
2025-10-18 05:00:00.000,VENTURA REG,,985.91601563,,988.519104,,,0.0,10000423
2025-10-18 05:00:00.000,CULBERTSON,,1323.84008789,,1323.50683594,,,38000.0,9999679
2025-10-18 05:00:00.000,LA MOILLE,,977.17529297,,797.00469971,,,13000.0,10000113
2025-10-18 05:00:00.000,MANNING,,1346.73156738,,1071.75085449,,,38000.0,10000237
2025-10-18 05:00:00.000,GLEN ULLIN,,1343.65539551,,1043.21960449,,,38000.0,9999989
2025-10-18 05:00:00.000,WETONKA,,1300.58959961,,1001.17919922,,,38000.0,10000485
2025-10-18 05:00:00.000,GARVIN,,1277.69812012,,977.77490234,,,38000.0,9999865
2025-10-18 05:00:00.000,ELDRIDGE,,877.3649292,,696.04528809,,,15000.0,9999741
2025-10-18 05:00:00.000,TRIMONT,,1289.4642334,,1004.40905762,,,38000.0,10000361
2025-10-18 05:00:00.000,ST ANTHONY,,1342.63000488,,1042.37365723,,,38000.0,10000299
