"timestamp","ap_meter","btu","flow_rate_mmcfd","pressure","id","current_daytotal_mmcf","minop"
2025-10-17 08:00:00.000,220960,1090.1705322266,751.6443481445,1064.8269042969,2777229,,800
2025-10-17 07:00:00.000,230240,1031.1511230469,298.7160644531,1299.4516601563,2777292,,1200
2025-10-17 07:00:00.000,230500,1061.5158691406,679.2524414063,1274.6275634766,2777354,,1060
2025-10-17 07:00:00.000,220960,1087.5726318359,780.4418945313,1070.8985595703,2777230,,800
2025-10-17 07:00:00.000,220030,1087.5726318359,149.9479675293,899.7603759766,2777106,,712
2025-10-17 07:00:00.000,220530,1073.0638427734,330.1909484863,832.9547119141,2777168,,800
2025-10-17 06:00:00.000,220530,1075.5118408203,330.3298339844,835.0663452148,2777169,,800
2025-10-17 06:00:00.000,230240,1031.3323974609,299.7048034668,1299.8618164063,2777293,,1200
2025-10-17 06:00:00.000,220030,1087.7253417969,150.1538238525,901.293762207,2777107,,712
2025-10-17 06:00:00.000,230500,1061.0089111328,667.4158325195,1275.0556640625,2777355,,1060
2025-10-17 06:00:00.000,220960,1087.7253417969,754.1714477539,1073.0013427734,2777231,,800
2025-10-17 05:00:00.000,230240,1031.2923583984,296.623260498,1299.9163818359,2777294,,1200
2025-10-17 05:00:00.000,220530,1073.3820800781,327.0842590332,838.3298339844,2777170,,800
2025-10-17 05:00:00.000,220030,1086.3052978516,149.0723114014,902.6353759766,2777108,,712
2025-10-17 05:00:00.000,220960,1086.3052978516,760.6442871094,1073.9814453125,2777232,,800
2025-10-17 05:00:00.000,230500,1061.0296630859,684.7414550781,1276.9068603516,2777356,,1060
2025-10-17 04:00:00.000,220530,1076.1473388672,330.8128662109,840.9214477539,2777171,,800
2025-10-17 04:00:00.000,220030,1087.84375,150.1531524658,903.3062133789,2777109,,712
2025-10-17 04:00:00.000,220960,1087.84375,765.6689453125,1067.2563476563,2777233,,800
2025-10-17 04:00:00.000,230240,1031.1541748047,293.6835632324,1299.4708251953,2777295,,1200
2025-10-17 04:00:00.000,230500,1059.8266601563,699.3787231445,1278.1872558594,2777357,,1060
2025-10-17 03:00:00.000,230240,1032.1014404297,292.0866394043,1298.2274169922,2777296,,1200
2025-10-17 03:00:00.000,220960,1088.5120849609,756.3994750977,1058.3946533203,2777234,,800
2025-10-17 03:00:00.000,220530,1075.0998535156,328.997833252,843.3210449219,2777172,,800
2025-10-17 03:00:00.000,220030,1086.5122070313,150.2078704834,904.2645263672,2777110,,712
2025-10-17 03:00:00.000,230500,1060.771484375,692.2434692383,1278.7655029297,2777358,,1060
2025-10-17 02:00:00.000,230240,1032.2208251953,293.1806640625,1296.8656005859,2777297,,1200
2025-10-17 02:00:00.000,220030,1087.6691894531,151.0236053467,904.0728149414,2777111,,712
2025-10-17 02:00:00.000,220960,1087.6691894531,776.1666870117,1046.4312744141,2777235,,800
2025-10-17 02:00:00.000,220530,1072.4320068359,327.8268737793,851.0958251953,2777173,,800
2025-10-17 02:00:00.000,230500,1060.1420898438,696.8726806641,1278.3411865234,2777359,,1060
2025-10-17 01:00:00.000,230240,1032.5467529297,307.798828125,1296.0130615234,2777298,,1200
2025-10-17 01:00:00.000,220030,1090.4125976563,149.6999969482,904.1686401367,2777112,,712
2025-10-17 01:00:00.000,230500,1060.7376708984,697.2998046875,1276.0244140625,2777360,,1060
2025-10-17 01:00:00.000,220960,1091.8543701172,802.6377563477,1034.3629150391,2777236,,800
2025-10-17 01:00:00.000,220530,1070.7219238281,328.839630127,855.2231445313,2777174,,800
2025-10-17 00:00:00.000,220960,1093.5216064453,815.602722168,1032.3201904297,2777237,,800
2025-10-17 00:00:00.000,220030,1093.5216064453,150.8711547852,904.6478271484,2777113,,712
2025-10-17 00:00:00.000,230500,1062.7855224609,706.198425293,1273.4222412109,2777361,,1060
2025-10-17 00:00:00.000,220530,1068.9705810547,330.8008728027,850.9038696289,2777175,,800
2025-10-17 00:00:00.000,230240,1032.6337890625,308.1206054688,1293.6195068359,2777299,,1200
2025-10-16 23:00:00.000,230500,1061.2093505859,701.4137573242,1269.5395507813,2777362,,1060
2025-10-16 23:00:00.000,230240,1032.1806640625,348.4623413086,1292.6772460938,2777300,,1200
